category,avg_rating,n_loved,n_reviews,n_sold,name,price,rate_1,rate_2,rate_3,rate_4,rate_5,rate_with_cmt,rate_with_imgvid,shop_age,shop_follower,shop_n_product,shop_n_review,shop_name,shop_rate_feedback,shop_time_feedback
Sạc,5.0,"Đã thích (15,9k)",5.0,"1,1k","Dây Quấn Bảo Vệ Cáp Sạc, Tai Nghe - Sắc Màu Cuộc Sống",,,,,,,,,27 tháng trước,"40,1k",308,"26,9k",cap_sac_hoco,95%,trong vài giờ
Sạc,5.0,"Đã thích (10,2k)",5.0,907,[Chính Hãng] Cáp Samsung S7 1m2 Micro Sạc Nhanh - Hỗ Trợ Các Dòng Androi,,1 Sao (0),2 Sao (0),3 Sao (1),4 Sao (9),5 Sao (261),Có Bình luận (79),Có hình ảnh / video (69),3 năm trước,"29,7k",105,"89,2k",an.phukien,93%,trong vài giờ
Sạc,5.0,Đã thích (56),5.0,"1,6k",Cáp Sạc Nhanh Hoco X37 Cổng Micro USB Cho Android Chính Hãng,₫16.000,1 Sao (2),2 Sao (1),3 Sao (2),4 Sao (10),5 Sao (742),Có Bình luận (492),Có hình ảnh / video (453),4 năm trước,"3,8k",585,"9,9k",atstore_hcm,91%,trong vài giờ
Sạc,4.9,Đã thích (34),4.9,416,Pin Galaxy J5 2016 chính hãng Samsung J510,₫119.250,1 Sao (1),2 Sao (1),3 Sao (2),4 Sao (11),5 Sao (155),Có Bình luận (84),Có hình ảnh / video (50),4 năm trước,"4,6k",452,"11,6k",luugiamobile,93%,trong vài giờ
Sạc,4.9,Đã thích (48),4.9,525,Cáp Sạc Micro Usb Lightning Cao Cấp Cho Điện Thoại Android Iphone X 4 4s Se 6plus 5c 5s Ipad Mini,,1 Sao (1),2 Sao (1),3 Sao (1),4 Sao (4),5 Sao (211),Có Bình luận (199),Có hình ảnh / video (193),20 tháng trước,1k,538,"3,1k",13081309.vn,94%,trong vài giờ
Sạc,5.0,Đã thích (57),5.0,"4,4k",Cáp Bison iPhone Linghtning - Chính Hãng - Siêu Rẻ (Bảo hành 6 Tháng),₫80.000,1 Sao (1),2 Sao (1),3 Sao (3),4 Sao (4),5 Sao (470),Có Bình luận (155),Có hình ảnh / video (91),4 năm trước,"8,6k",35,"7,5k",exshopvn,86%,trong vài giờ
Sạc,5.0,Đã thích (79),5.0,644,Đệm đỡ điện thoại thiết kế hình hoạt hình dễ thương tiện dụng,₫14.280,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (3),5 Sao (128),Có Bình luận (51),Có hình ảnh / video (53),20 tháng trước,"4,9k",118,"7,9k",chaser.vn,100%,trong vài giờ
Sạc,5.0,Đã thích (202),5.0,"1,7k","Dây dán tiện lợi UGREEN 50370 20245 Velcro làm gọn dây sạc, dây tai nghe, dây máy tính...dài 14cm và 18cm",₫25.000 - ₫80.000,1 Sao (2),2 Sao (0),3 Sao (1),4 Sao (13),5 Sao (717),Có Bình luận (421),Có hình ảnh / video (407),5 năm trước,72k,545,"16,1k",ugreenshop,85%,trong vài giờ
Sạc,,,,,,,1 Sao (4),2 Sao (0),3 Sao (7),4 Sao (7),5 Sao (378),Có Bình luận (221),Có hình ảnh / video (210),,,,,,,
Sạc,4.9,Đã thích (47),4.9,350,"Củ sạc 20W Baseus - Hỗ trợ sạc nhanh QC3.0 - Dùng tốt cho các dòng IP, thiết bị Androi - An Toàn - Chính Hãng",₫229.000 - ₫329.000,1 Sao (2),2 Sao (0),3 Sao (0),4 Sao (3),5 Sao (123),Có Bình luận (55),Có hình ảnh / video (42),27 tháng trước,"10,1k",185,11k,baseus.com,92%,trong vài giờ
Sạc,4.9,Đã thích (39),4.9,475,Giá Đỡ Điện Thoại / Máy Tính Bảng Bằng Gỗ Xinh Xắn,₫11.805,1 Sao (2),2 Sao (2),3 Sao (2),4 Sao (2),5 Sao (188),Có Bình luận (73),Có hình ảnh / video (68),34 tháng trước,"80,5k","1,1k","128,1k",schoolml.vn,100%,trong vài giờ
Sạc,4.9,Đã thích (40),4.9,398,Hộp đựng bảo vệ tai nghe/ dây cáp usb đa năng tiện dụng hàng đẹp,₫18.000,,,,,,,,4 năm trước,7k,520,"7,6k",shop.quang3g,99%,trong vài giờ
Sạc,4.9,Đã thích (13),4.9,161,Giá Đỡ Kẹp Đa Năng Đuôi Khỉ Giá đỡ gắn xem phim selfie livestream cho điiện thoại,₫7.500,1 Sao (0),2 Sao (1),3 Sao (0),4 Sao (1),5 Sao (57),Có Bình luận (15),Có hình ảnh / video (15),25 tháng trước,"42,8k",179,34k,pkdochuyenoplung,83%,trong vài giờ
