category,avg_rating,n_loved,n_reviews,n_sold,name,price,rate_1,rate_2,rate_3,rate_4,rate_5,rate_with_cmt,rate_with_imgvid,shop_age,shop_follower,shop_n_product,shop_n_review,shop_name,shop_rate_feedback,shop_time_feedback
Trang trí và giá đỡ,4.9,Đã thích (509),4.9,80,Remote Chụp hình Bluetooth từ xa cho điện thoại di động,₫19.000,1 Sao (0),2 Sao (0),3 Sao (1),4 Sao (0),5 Sao (23),Có Bình luận (12),Có hình ảnh / video (11),18 tháng trước,"12,6k",75,825,24hofficialstore,79%,trong vài giờ
Trang trí và giá đỡ,5.0,Đã thích (143),5.0,100,Giá Đỡ Điện Thoại In Hình Vẽ Trái Dâu Đáng Yêu,₫30.000,,,,,,,,16 tháng trước,"6,5k",85,"4,7k",onecoin.vn,52%,trong vài giờ
Trang trí và giá đỡ,5.0,Đã thích (59),5.0,121,"Giá đỡ điện thoại các chòm sao cung hoàng đạo, giá đỡ dạng nhẫn mạ vàng",₫35.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (1),5 Sao (44),Có Bình luận (23),Có hình ảnh / video (14),14 tháng trước,"7,8k",180,"3,1k",tinanoffice,99%,trong vài phút
Trang trí và giá đỡ,4.9,Đã thích (80),4.9,106,Giá Đỡ Điện Thoại Thiết Kế Hình Khủng Long / Bánh Gấu Đáng Yêu,₫19.000 - ₫24.000,1 Sao (1),2 Sao (0),3 Sao (0),4 Sao (0),5 Sao (47),Có Bình luận (29),Có hình ảnh / video (29),9 tháng trước,"14,9k",643,"28,4k",ibuycase.vn,89%,trong vài giờ
Trang trí và giá đỡ,4.9,"Đã thích (1,4k)",4.9,153,Nút Thỏ Giữ Dây Diện,₫5.000,1 Sao (0),2 Sao (0),3 Sao (2),4 Sao (1),5 Sao (38),Có Bình luận (13),Có hình ảnh / video (11),31 tháng trước,"39,8k",891,"42,1k",phukien_vietnam,82%,trong vài giờ
Trang trí và giá đỡ,4.9,Đã thích (56),4.9,378,[Cho Remote DÀY Nhựa Cong-Ảnh Thật] Ốp Dẻo Silicon Bọc One Remote Samsung Smart TV 4K,₫89.000,1 Sao (0),2 Sao (1),3 Sao (2),4 Sao (7),5 Sao (125),Có Bình luận (45),Có hình ảnh / video (34),4 năm trước,"8,5k","1,9k","14,1k",shoptichuot,100%,trong vài giờ
Trang trí và giá đỡ,4.8,Đã thích (48),4.8,575,Gậy tự sướng giá rẻ - Gậy chụp hình selfie giá rẻ,₫21.000,1 Sao (6),2 Sao (1),3 Sao (4),4 Sao (10),5 Sao (219),Có Bình luận (65),Có hình ảnh / video (26),6 năm trước,"76,2k","1,2k","188,9k",shopongtay,96%,trong vài giờ
Trang trí và giá đỡ,5.0,Đã thích (9),5.0,117,Giá Đỡ Điện Thoại - Kệ Cài Điện Thoại livestream xem video Ổn Định Xoay 360 Độ dùng để Quay Phim Ghi Hình Đa Dụng0 - Vin,₫25.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (0),5 Sao (21),Có Bình luận (15),Có hình ảnh / video (12),17 tháng trước,50k,66,913,onestore2009,83%,trong vài giờ
Trang trí và giá đỡ,5.0,Đã thích (12),5.0,144,"Giá Đỡ Điện Thoại Hình Thú Cute, Gấp Gọn 90 Độ, Nhỏ Gọn, Di Động, Mặt Đáy Có Cao Su Chống Trượt",₫26.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (0),5 Sao (38),Có Bình luận (22),Có hình ảnh / video (19),4 năm trước,796,199,"1,8k",itspeeds,95%,trong vài giờ
Trang trí và giá đỡ,5.0,Đã thích (4),5.0,291,"Kẹp Giữ Dây Cáp Sạc, Dây Điện Keo Dán Siêu Chắc Playphone 200816",₫3.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (0),5 Sao (15),Có Bình luận (4),Có hình ảnh / video (4),17 tháng trước,"3,6k",83,"3,9k",playphonevn,89%,trong vài giờ
Trang trí và giá đỡ,4.9,Đã thích (47),4.9,152,Giá Đỡ Điện Thoại Hợp Kim Nhôm Chắc Chắn,₫199.000,1 Sao (0),2 Sao (0),3 Sao (2),4 Sao (3),5 Sao (58),Có Bình luận (22),Có hình ảnh / video (18),4 năm trước,"1,5k",113,4k,kienduytr,97%,trong vài giờ
Trang trí và giá đỡ,4.8,"Đã thích (16,4k)",4.8,159,"Kệ Điện Thoại ZJ087 Để Smartphone, Để Đồ Cá Nhân, Loại Chất Lượng, Chắc Chắn, Kiểu Dáng Hiện Đại",₫69.000,1 Sao (0),2 Sao (0),3 Sao (1),4 Sao (8),5 Sao (52),Có Bình luận (27),Có hình ảnh / video (25),25 tháng trước,66k,200,"22,7k",shopvinhnguyen,100%,trong vài giờ
Trang trí và giá đỡ,5.0,Đã thích (17),5.0,109,Giá Đỡ Điện Thoại Để Bàn Dành Cho Samsung Iphone Gps,₫9.000 - ₫11.400,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (0),5 Sao (48),Có Bình luận (34),Có hình ảnh / video (35),3 năm trước,"3,6k",900,"3,2k",moonstar.vn,48%,trong vài giờ
Trang trí và giá đỡ,5.0,Đã thích (74),5.0,137,Giá đỡ điện thoại jack j97 IR44 đỡ điện thoại tròn,₫8.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (1),5 Sao (28),Có Bình luận (12),Có hình ảnh / video (11),4 năm trước,"43,2k","9,1k","103,1k",clover_1986,99%,trong vài giờ
Trang trí và giá đỡ,4.9,Đã thích (72),4.9,389,Ốp điện thoại bằng nhựa PC kiểu dáng chắc chắn kèm nhẫn đỡ đứng dành cho Realme 5 Realme 5i Realme 5 Pro,₫58.000,1 Sao (1),2 Sao (1),3 Sao (2),4 Sao (10),5 Sao (156),Có Bình luận (82),Có hình ảnh / video (27),4 năm trước,"5,1k",809,"11,3k",mzr.vn,99%,trong vài giờ
Trang trí và giá đỡ,4.8,Đã thích (8),4.8,170,Giá đỡ điện thoại gắn lỗ thông gió xe hơi,₫17.500,1 Sao (1),2 Sao (0),3 Sao (5),4 Sao (3),5 Sao (63),Có Bình luận (22),Có hình ảnh / video (19),3 năm trước,"6,5k",835,"40,9k",xinzhan1.vn,95%,trong vài giờ
Trang trí và giá đỡ,5.0,"Đã thích (4,2k)",5.0,121,Giá đỡ nhẫn đa năng cho điện thoại,₫5.000,,,,,,,,22 tháng trước,"60,6k",497,"7,8k",shop.mima,92%,trong vài giờ
Trang trí và giá đỡ,4.5,Đã thích (55),4.5,208,"Tripod Support Mini Cho Điện Thoại, Máy Ảnh - Tripod 3 Chân",₫50.000,1 Sao (2),2 Sao (3),3 Sao (4),4 Sao (8),5 Sao (56),Có Bình luận (18),Có hình ảnh / video (14),3 năm trước,"77,9k",854,"98,7k",chophukiengiare,97%,trong vài giờ
